year,all
2000,2.36
2001,2.07
2002,2.14
2003,2.98
2004,2.82
2005,3.89
2006,3.79
2007,3.39
2008,4.31
2009,7.19
2010,6.52
2011,6.93
2012,6.97
2013,8.07
2014,7.29
2015,6.65
