year,all
2000,0.90
2001,1.04
2002,1.80
2003,1.95
2004,1.76
2005,2.17
2006,2.59
2007,3.06
2008,5.17
2009,6.06
2010,6.59
2011,7.10
2012,8.28
2013,11.95
2014,13.22
2015,13.66
