year,all
1998,2.6
1999,1.9
2000,1.8
2001,-0.4
2002,1.1
2003,1.9
2004,-0.5
2005,2.4
2006,4.4
2007,3.9
2008,1.6
2009,-5.0
2010,1.1
2011,2.8
2012,0.1
2013,-0.1
2014,1.8
2015,0.8
2016,-0.9
