Year,Value
2000,93.99700000000001
2001,93.09700000000001
2002,93.56299999999999
2003,91.89399999999999
2004,93.088
2005,93.40899999999999
2006,92.603
2007,92.39
2008,90.98
2009,91.53299999999999
2010,92.37700000000001
2011,92.57600000000001
2012,89.79799999999999
2013,90.26
2014,90.714
2015,90.955
2016,90.12200000000001
2017,0.0
