year,all
2000,24.48
2001,16.32
2002,19.28
2003,20.78
2004,21.17
2005,20.32
2006,23.21
2007,20.93
2008,23.12
2009,29.13
2010,34.39
2011,40.84
2012,37.78
2013,32.75
2014,35.32
2015,34.56
