year,all
2016,5.8
2017,4.8
1999,4.6
2000,5.2
2001,7
2002,7.7
2003,8.2
2004,6.2
2005,5.7
2006,5.1
2007,4.8
2008,5.8
2009,10.3
2010,11.4
2011,10.2
2012,8.4
2013,7.4
2014,7.2
2015,5.8
