year,all
2000,41.22
2001,33.18
2002,48.38
2003,44.90
2004,42.69
2005,41.81
2006,45.54
2007,43.58
2008,43.91
2009,41.95
2010,40.81
2011,51.91
2012,50.49
2013,45.81
2014,47.12
2015,43.92
