year,all
1998,2.0
1999,2.4
2000,-3.6
2001,0.0
2002,1.9
2003,1.6
2004,2.0
2005,2.0
2006,1.7
2007,-1.8
2008,-0.7
2009,-4.4
2010,3.8
2011,0.9
2012,0.3
2013,0.5
2014,0.2
2015,0.7
2016,0.9
