year,all
2000,7.46
2001,4.58
2002,3.67
2003,4.42
2004,4.37
2005,4.35
2006,4.69
2007,4.96
2008,6.90
2009,7.04
2010,6.48
2011,6.93
2012,7.58
2013,9.14
2014,9.81
2015,10.21
