Year,GeoCode,Value
2006,OH,13.32
2007,OH,13.13
2008,OH,13.36
2009,OH,15.23
2010,OH,15.85
2011,OH,16.43
2012,OH,16.25
2013,OH,15.97
2014,OH,15.84
2015,OH,14.82
2016,OH,14.58
2017,OH,0.0
2000,SD,0.0
2001,SD,0.0
2002,SD,0.0
2003,SD,0.0
2004,SD,0.0
2005,SD,13.64
2006,SD,13.57
2007,SD,13.1
2008,SD,12.45
2009,SD,14.22
2010,SD,14.43
2011,SD,13.92
2012,SD,13.41
2013,SD,14.17
2014,SD,14.17
2015,SD,13.75
2016,SD,13.25
2017,SD,0.0
2000,DC,0.0
2001,DC,0.0
2002,DC,0.0
2003,DC,0.0
2004,DC,0.0
2005,DC,19.02
2006,DC,19.61
2007,DC,16.43
2008,DC,17.22
2009,DC,18.4
2010,DC,19.16
2011,DC,18.71
2012,DC,18.18
2013,DC,18.89
2014,DC,17.73
2015,DC,17.32
2016,DC,18.58
2017,DC,0.0
2000,AL,0.0
2001,AL,0.0
2002,AL,0.0
2003,AL,0.0
2004,AL,0.0
2005,AL,17.03
2006,AL,16.56
2007,AL,16.86
2008,AL,15.7
2009,AL,17.54
2010,AL,19.03
2011,AL,19.04
2012,AL,18.96
2013,AL,18.73
2014,AL,19.25
2015,AL,18.5
2016,AL,17.09
2017,AL,0.0
2000,FL,0.0
2001,FL,0.0
2002,FL,0.0
2003,FL,0.0
2004,FL,0.0
2005,FL,12.79
2006,FL,12.59
2007,FL,12.1
2008,FL,13.23
2009,FL,14.94
2010,FL,16.53
2011,FL,17.01
2012,FL,17.12
2013,FL,17.01
2014,FL,16.5
2015,FL,15.7
2016,FL,14.73
2017,FL,0.0
2000,NC,0.0
2001,NC,0.0
2002,NC,0.0
2003,NC,0.0
2004,NC,0.0
2005,NC,15.07
2006,NC,14.68
2007,NC,14.32
2008,NC,14.55
2009,NC,16.25
2010,NC,17.49
2011,NC,17.87
2012,NC,18.03
2013,NC,17.89
2014,NC,17.22
2015,NC,16.42
2016,NC,15.39
2017,NC,0.0
2000,TX,0.0
2001,TX,0.0
2002,TX,0.0
2003,TX,0.0
2004,TX,0.0
2005,TX,17.6
2006,TX,16.9
2007,TX,16.28
2008,TX,15.85
2009,TX,17.17
2010,TX,17.91
2011,TX,18.46
2012,TX,17.93
2013,TX,17.54
2014,TX,17.17
2015,TX,15.85
2016,TX,15.65
2017,TX,0.0
2000,GA,0.0
2001,GA,0.0
2002,GA,0.0
2003,GA,0.0
2004,GA,0.0
2005,GA,14.41
2006,GA,14.68
2007,GA,14.26
2008,GA,14.66
2009,GA,16.51
2010,GA,17.88
2011,GA,19.14
2012,GA,19.15
2013,GA,18.97
2014,GA,18.3
2015,GA,17.05
2016,GA,15.97
2017,GA,0.0
2000,AR,0.0
2001,AR,0.0
2002,AR,0.0
2003,AR,0.0
2004,AR,0.0
2005,AR,17.17
2006,AR,17.26
2007,AR,17.87
2008,AR,17.32
2009,AR,18.79
2010,AR,18.84
2011,AR,19.46
2012,AR,19.83
2013,AR,19.68
2014,AR,18.87
2015,AR,19.07
2016,AR,17.22
2017,AR,0.0
2000,ME,0.0
2001,ME,0.0
2002,ME,0.0
2003,ME,0.0
2004,ME,0.0
2005,ME,12.59
2006,ME,12.91
2007,ME,12.04
2008,ME,12.32
2009,ME,12.31
2010,ME,12.93
2011,ME,14.13
2012,ME,14.67
2013,ME,13.96
2014,ME,14.13
2015,ME,13.35
2016,ME,12.48
2017,ME,0.0
2000,HI,0.0
2001,HI,0.0
2002,HI,0.0
2003,HI,0.0
2004,HI,0.0
2005,HI,9.84
2006,HI,9.28
2007,HI,7.97
2008,HI,9.13
2009,HI,10.36
2010,HI,10.72
2011,HI,12.05
2012,HI,11.59
2013,HI,10.85
2014,HI,11.36
2015,HI,10.61
2016,HI,9.33
2017,HI,0.0
2000,MA,0.0
2001,MA,0.0
2002,MA,0.0
2003,MA,0.0
2004,MA,0.0
2005,MA,10.33
2006,MA,9.95
2007,MA,9.95
2008,MA,9.99
2009,MA,10.29
2010,MA,11.45
2011,MA,11.6
2012,MA,11.89
2013,MA,11.93
2014,MA,11.63
2015,MA,11.47
2016,MA,10.44
2017,MA,0.0
2000,MI,0.0
2001,MI,0.0
2002,MI,0.0
2003,MI,0.0
2004,MI,0.0
2005,MI,13.22
2006,MI,13.52
2007,MI,14.0
2008,MI,14.44
2009,MI,16.2
2010,MI,16.76
2011,MI,17.54
2012,MI,17.44
2013,MI,17.05
2014,MI,16.2
2015,MI,15.77
2016,MI,14.96
2017,MI,0.0
2000,KS,0.0
2001,KS,0.0
2002,KS,0.0
2003,KS,0.0
2004,KS,0.0
2005,KS,11.68
2006,KS,12.35
2007,KS,11.16
2008,KS,11.32
2009,KS,13.36
2010,KS,13.6
2011,KS,13.76
2012,KS,13.98
2013,KS,13.99
2014,KS,13.56
2015,KS,13.03
2016,KS,12.12
2017,KS,0.0
2000,DE,0.0
2001,DE,0.0
2002,DE,0.0
2003,DE,0.0
2004,DE,0.0
2005,DE,10.41
2006,DE,11.1
2007,DE,10.49
2008,DE,10.0
2009,DE,10.83
2010,DE,11.83
2011,DE,11.88
2012,DE,12.05
2013,DE,12.37
2014,DE,12.48
2015,DE,12.43
2016,DE,11.67
2017,DE,0.0
2000,WY,0.0
2001,WY,0.0
2002,WY,0.0
2003,WY,0.0
2004,WY,0.0
2005,WY,9.5
2006,WY,9.36
2007,WY,8.66
2008,WY,9.41
2009,WY,9.84
2010,WY,11.17
2011,WY,11.3
2012,WY,12.65
2013,WY,10.9
2014,WY,11.19
2015,WY,11.08
2016,WY,11.32
2017,WY,0.0
2000,MN,0.0
2001,MN,0.0
2002,MN,0.0
2003,MN,0.0
2004,MN,0.0
2005,MN,9.18
2006,MN,9.76
2007,MN,9.51
2008,MN,9.64
2009,MN,10.97
2010,MN,11.55
2011,MN,11.91
2012,MN,11.38
2013,MN,11.19
2014,MN,11.46
2015,MN,10.18
2016,MN,9.88
2017,MN,0.0
2000,VA,0.0
2001,VA,0.0
2002,VA,0.0
2003,VA,0.0
2004,VA,0.0
2005,VA,9.97
2006,VA,9.57
2007,VA,9.95
2008,VA,10.22
2009,VA,10.53
2010,VA,11.08
2011,VA,11.53
2012,VA,11.74
2013,VA,11.72
2014,VA,11.8
2015,VA,11.18
2016,VA,10.99
2017,VA,0.0
2000,MT,0.0
2001,MT,0.0
2002,MT,0.0
2003,MT,0.0
2004,MT,0.0
2005,MT,14.37
2006,MT,13.64
2007,MT,14.12
2008,MT,14.82
2009,MT,15.11
2010,MT,14.62
2011,MT,14.79
2012,MT,15.52
2013,MT,16.52
2014,MT,15.43
2015,MT,14.62
2016,MT,13.32
2017,MT,0.0
2000,UT,0.0
2001,UT,0.0
2002,UT,0.0
2003,UT,0.0
2004,UT,0.0
2005,UT,10.16
2006,UT,10.58
2007,UT,9.65
2008,UT,9.56
2009,UT,11.53
2010,UT,13.16
2011,UT,13.53
2012,UT,12.83
2013,UT,12.67
2014,UT,11.73
2015,UT,11.26
2016,UT,10.22
2017,UT,0.0
2000,IA,0.0
2001,IA,0.0
2002,IA,0.0
2003,IA,0.0
2004,IA,0.0
2005,IA,10.87
2006,IA,10.98
2007,IA,11.03
2008,IA,11.55
2009,IA,11.8
2010,IA,12.56
2011,IA,12.78
2012,IA,12.69
2013,IA,12.67
2014,IA,12.24
2015,IA,12.16
2016,IA,11.76
2017,IA,0.0
2000,NE,0.0
2001,NE,0.0
2002,NE,0.0
2003,NE,0.0
2004,NE,0.0
2005,NE,10.94
2006,NE,11.49
2007,NE,11.21
2008,NE,10.81
2009,NE,12.35
2010,NE,12.94
2011,NE,13.12
2012,NE,12.99
2013,NE,13.19
2014,NE,12.43
2015,NE,12.55
2016,NE,11.42
2017,NE,0.0
2000,IL,0.0
2001,IL,0.0
2002,IL,0.0
2003,IL,0.0
2004,IL,0.0
2005,IL,11.97
2006,IL,12.3
2007,IL,11.93
2008,IL,12.19
2009,IL,13.34
2010,IL,13.81
2011,IL,14.96
2012,IL,14.72
2013,IL,14.67
2014,IL,14.35
2015,IL,13.56
2016,IL,12.97
2017,IL,0.0
2000,PA,0.0
2001,PA,0.0
2002,PA,0.0
2003,PA,0.0
2004,PA,0.0
2005,PA,11.9
2006,PA,12.05
2007,PA,11.61
2008,PA,12.14
2009,PA,12.47
2010,PA,13.4
2011,PA,13.76
2012,PA,13.71
2013,PA,13.68
2014,PA,13.6
2015,PA,13.16
2016,PA,12.87
2017,PA,0.0
2000,ND,0.0
2001,ND,0.0
2002,ND,0.0
2003,ND,0.0
2004,ND,0.0
2005,ND,11.23
2006,ND,11.45
2007,ND,12.09
2008,ND,11.96
2009,ND,11.65
2010,ND,13.03
2011,ND,12.25
2012,ND,11.22
2013,ND,11.8
2014,ND,11.55
2015,ND,10.96
2016,ND,10.72
2017,ND,0.0
2000,ID,0.0
2001,ID,0.0
2002,ID,0.0
2003,ID,0.0
2004,ID,0.0
2005,ID,13.85
2006,ID,12.59
2007,ID,12.14
2008,ID,12.61
2009,ID,14.29
2010,ID,15.71
2011,ID,16.45
2012,ID,15.87
2013,ID,15.58
2014,ID,14.85
2015,ID,15.14
2016,ID,14.37
2017,ID,0.0
2000,TN,0.0
2001,TN,0.0
2002,TN,0.0
2003,TN,0.0
2004,TN,0.0
2005,TN,15.55
2006,TN,16.2
2007,TN,15.91
2008,TN,15.49
2009,TN,17.13
2010,TN,17.68
2011,TN,18.29
2012,TN,17.94
2013,TN,17.79
2014,TN,18.34
2015,TN,16.74
2016,TN,15.77
2017,TN,0.0
2000,OK,0.0
2001,OK,0.0
2002,OK,0.0
2003,OK,0.0
2004,OK,0.0
2005,OK,16.5
2006,OK,16.97
2007,OK,15.92
2008,OK,15.94
2009,OK,16.21
2010,OK,16.91
2011,OK,17.21
2012,OK,17.23
2013,OK,16.78
2014,OK,16.59
2015,OK,16.09
2016,OK,16.29
2017,OK,0.0
2000,NJ,0.0
2001,NJ,0.0
2002,NJ,0.0
2003,NJ,0.0
2004,NJ,0.0
2005,NJ,8.69
2006,NJ,8.69
2007,NJ,8.57
2008,NJ,8.72
2009,NJ,9.37
2010,NJ,10.26
2011,NJ,10.38
2012,NJ,10.76
2013,NJ,11.45
2014,NJ,11.1
2015,NJ,10.77
2016,NJ,10.44
2017,NJ,0.0
2000,LA,0.0
2001,LA,0.0
2002,LA,0.0
2003,LA,0.0
2004,LA,0.0
2005,LA,19.76
2006,LA,19.04
2007,LA,18.61
2008,LA,17.35
2009,LA,17.3
2010,LA,18.69
2011,LA,20.43
2012,LA,19.95
2013,LA,19.76
2014,LA,19.84
2015,LA,19.6
2016,LA,20.2
2017,LA,0.0
2000,NH,0.0
2001,NH,0.0
2002,NH,0.0
2003,NH,0.0
2004,NH,0.0
2005,NH,7.5
2006,NH,8.02
2007,NH,7.08
2008,NH,7.61
2009,NH,8.5
2010,NH,8.29
2011,NH,8.81
2012,NH,10.04
2013,NH,8.7
2014,NH,9.16
2015,NH,8.23
2016,NH,7.3
2017,NH,0.0
2000,NY,0.0
2001,NY,0.0
2002,NY,0.0
2003,NY,0.0
2004,NY,0.0
2005,NY,13.8
2006,NY,14.18
2007,NY,13.69
2008,NY,13.61
2009,NY,14.16
2010,NY,14.94
2011,NY,15.97
2012,NY,15.87
2013,NY,15.97
2014,NY,15.93
2015,NY,15.4
2016,NY,14.73
2017,NY,0.0
2000,MS,0.0
2001,MS,0.0
2002,MS,0.0
2003,MS,0.0
2004,MS,0.0
2005,MS,21.34
2006,MS,21.05
2007,MS,20.61
2008,MS,21.19
2009,MS,21.92
2010,MS,22.39
2011,MS,22.55
2012,MS,24.15
2013,MS,24.05
2014,MS,21.52
2015,MS,22.0
2016,MS,20.84
2017,MS,0.0
2000,VT,0.0
2001,VT,0.0
2002,VT,0.0
2003,VT,0.0
2004,VT,0.0
2005,VT,11.46
2006,VT,10.32
2007,VT,10.09
2008,VT,10.55
2009,VT,11.37
2010,VT,12.71
2011,VT,11.49
2012,VT,11.82
2013,VT,12.29
2014,VT,12.15
2015,VT,10.21
2016,VT,11.89
2017,VT,0.0
2000,NM,0.0
2001,NM,0.0
2002,NM,0.0
2003,NM,0.0
2004,NM,0.0
2005,NM,18.51
2006,NM,18.5
2007,NM,18.13
2008,NM,17.14
2009,NM,17.97
2010,NM,20.44
2011,NM,21.54
2012,NM,20.85
2013,NM,21.93
2014,NM,21.32
2015,NM,20.44
2016,NM,19.83
2017,NM,0.0
2000,PR,0.0
2001,PR,0.0
2002,PR,0.0
2003,PR,0.0
2004,PR,0.0
2005,PR,44.87
2006,PR,45.36
2007,PR,45.46
2008,PR,44.8
2009,PR,44.96
2010,PR,45.03
2011,PR,45.58
2012,PR,44.93
2013,PR,45.42
2014,PR,46.21
2015,PR,46.06
2016,PR,43.48
2017,PR,0.0
2000,WV,0.0
2001,WV,0.0
2002,WV,0.0
2003,WV,0.0
2004,WV,0.0
2005,WV,17.99
2006,WV,17.34
2007,WV,16.91
2008,WV,17.01
2009,WV,17.69
2010,WV,18.14
2011,WV,18.58
2012,WV,17.77
2013,WV,18.48
2014,WV,18.28
2015,WV,17.93
2016,WV,17.93
2017,WV,0.0
2000,CA,0.0
2001,CA,0.0
2002,CA,0.0
2003,CA,0.0
2004,CA,0.0
2005,CA,13.31
2006,CA,13.15
2007,CA,12.39
2008,CA,13.28
2009,CA,14.17
2010,CA,15.8
2011,CA,16.56
2012,CA,16.96
2013,CA,16.84
2014,CA,16.45
2015,CA,15.34
2016,CA,14.35
2017,CA,0.0
2000,MD,0.0
2001,MD,0.0
2002,MD,0.0
2003,MD,0.0
2004,MD,0.0
2005,MD,8.24
2006,MD,7.82
2007,MD,8.28
2008,MD,8.06
2009,MD,9.09
2010,MD,9.87
2011,MD,10.06
2012,MD,10.28
2013,MD,10.12
2014,MD,10.11
2015,MD,9.73
2016,MD,9.66
2017,MD,0.0
2000,AK,0.0
2001,AK,0.0
2002,AK,0.0
2003,AK,0.0
2004,AK,0.0
2005,AK,11.18
2006,AK,10.88
2007,AK,8.94
2008,AK,8.42
2009,AK,9.03
2010,AK,9.94
2011,AK,10.46
2012,AK,10.12
2013,AK,9.33
2014,AK,11.23
2015,AK,10.34
2016,AK,9.89
2017,AK,0.0
2000,NV,0.0
2001,NV,0.0
2002,NV,0.0
2003,NV,0.0
2004,NV,0.0
2005,NV,11.09
2006,NV,10.31
2007,NV,10.68
2008,NV,11.31
2009,NV,12.35
2010,NV,14.93
2011,NV,15.9
2012,NV,16.44
2013,NV,15.76
2014,NV,15.24
2015,NV,14.67
2016,NV,13.79
2017,NV,0.0
2000,CO,0.0
2001,CO,0.0
2002,CO,0.0
2003,CO,0.0
2004,CO,0.0
2005,CO,11.08
2006,CO,11.95
2007,CO,11.97
2008,CO,11.43
2009,CO,12.9
2010,CO,13.37
2011,CO,13.48
2012,CO,13.71
2013,CO,12.96
2014,CO,12.04
2015,CO,11.49
2016,CO,11.05
2017,CO,0.0
2000,KY,0.0
2001,KY,0.0
2002,KY,0.0
2003,KY,0.0
2004,KY,0.0
2005,KY,16.82
2006,KY,16.97
2007,KY,17.33
2008,KY,17.34
2009,KY,18.56
2010,KY,18.98
2011,KY,19.14
2012,KY,19.38
2013,KY,18.77
2014,KY,19.12
2015,KY,18.51
2016,KY,18.47
2017,KY,0.0
2000,WI,0.0
2001,WI,0.0
2002,WI,0.0
2003,WI,0.0
2004,WI,0.0
2005,WI,10.19
2006,WI,10.96
2007,WI,10.8
2008,WI,10.4
2009,WI,12.43
2010,WI,13.21
2011,WI,13.07
2012,WI,13.23
2013,WI,13.51
2014,WI,13.18
2015,WI,12.06
2016,WI,11.75
2017,WI,0.0
