Year,GeoCode,Value
2006,NM,0.0
2007,NM,-1.2
2008,NM,1.3
2009,NM,-1.3
2010,NM,-0.9
2011,NM,-0.3
2012,NM,-0.2
2013,NM,-1.1
2014,NM,2.9
2015,NM,1.7
2016,NM,0.1
1998,NM,-1.7
1999,NM,4.8
2000,IN,2.4
2001,IN,-2.6
2002,IN,2.1
2003,IN,2.8
2004,IN,2.5
2005,IN,-0.7
2006,IN,1.1
2007,IN,2.0
2008,IN,-1.4
2009,IN,-6.8
2010,IN,6.0
2011,IN,0.1
2012,IN,0.0
2013,IN,1.9
2014,IN,2.1
2015,IN,0.5
2016,IN,2.1
1998,IN,5.3
1999,IN,2.4
2000,WA,-1.0
2001,WA,-3.3
2002,WA,0.9
2003,WA,0.6
2004,WA,0.5
2005,WA,5.2
2006,WA,1.8
2007,WA,4.6
2008,WA,-0.7
2009,WA,-4.9
2010,WA,0.8
2011,WA,-0.3
2012,WA,1.8
2013,WA,1.4
2014,WA,1.9
2015,WA,2.2
2016,WA,2.3
1998,WA,4.3
1999,WA,6.0
2000,DC,0.1
2001,DC,4.3
2002,DC,2.8
2003,DC,2.6
2004,DC,4.9
2005,DC,1.9
2006,DC,0.8
2007,DC,2.0
2008,DC,1.8
2009,DC,-2.6
2010,DC,1.1
2011,DC,-0.7
2012,DC,-2.2
2013,DC,-2.3
2014,DC,0.2
2015,DC,0.1
2016,DC,0.5
1998,DC,2.0
1999,DC,3.3
2000,LA,-3.6
2001,LA,1.5
2002,LA,1.1
2003,LA,3.6
2004,LA,3.3
2005,LA,5.1
2006,LA,4.6
2007,LA,-4.6
2008,LA,-0.6
2009,LA,0.8
2010,LA,3.5
2011,LA,-5.9
2012,LA,-0.5
2013,LA,-3.9
2014,LA,1.7
2015,LA,0.1
2016,LA,-0.1
1998,LA,1.9
1999,LA,1.6
2000,WY,2.9
2001,WY,5.6
2002,WY,0.5
2003,WY,1.9
2004,WY,1.7
2005,WY,3.2
2006,WY,10.0
2007,WY,3.2
2008,WY,5.7
2009,WY,-4.1
2010,WY,-2.6
2011,WY,-1.0
2012,WY,-5.0
2013,WY,0.0
2014,WY,0.2
2015,WY,0.1
2016,WY,-1.6
1998,WY,2.3
1999,WY,3.6
2000,NY,2.8
2001,NY,2.9
2002,NY,-0.6
2003,NY,-0.5
2004,NY,2.7
2005,NY,4.0
2006,NY,2.5
2007,NY,0.1
2008,NY,-2.5
2009,NY,1.6
2010,NY,3.0
2011,NY,-0.1
2012,NY,2.7
2013,NY,-0.6
2014,NY,1.5
2015,NY,1.9
2016,NY,0.4
1998,NY,2.1
1999,NY,4.6
2000,VA,2.4
2001,VA,1.9
2002,VA,-0.5
2003,VA,2.6
2004,VA,2.5
2005,VA,3.8
2006,VA,1.1
2007,VA,-0.4
2008,VA,-1.3
2009,VA,-1.1
2010,VA,1.1
2011,VA,-0.4
2012,VA,-0.4
2013,VA,-0.9
2014,VA,-0.4
2015,VA,1.5
2016,VA,0.0
1998,VA,3.9
1999,VA,3.3
2000,KY,-3.6
2001,KY,0.0
2002,KY,1.9
2003,KY,1.6
2004,KY,2.0
2005,KY,2.0
2006,KY,1.7
2007,KY,-1.8
2008,KY,-0.7
2009,KY,-4.4
2010,KY,3.8
2011,KY,0.9
2012,KY,0.3
2013,KY,0.5
2014,KY,0.2
2015,KY,0.7
2016,KY,0.9
1998,KY,2.0
1999,KY,2.4
2000,TN,-0.1
2001,TN,-0.7
2002,TN,2.3
2003,TN,2.4
2004,TN,3.2
2005,TN,0.2
2006,TN,0.7
2007,TN,-2.4
2008,TN,-0.5
2009,TN,-4.5
2010,TN,0.7
2011,TN,2.1
2012,TN,2.2
2013,TN,1.0
2014,TN,0.9
2015,TN,2.2
2016,TN,2.1
1998,TN,3.6
1999,TN,1.8
2000,NE,3.2
2001,NE,1.1
2002,NE,1.2
2003,NE,5.0
2004,NE,1.3
2005,NE,1.3
2006,NE,2.2
2007,NE,0.9
2008,NE,0.6
2009,NE,0.4
2010,NE,3.3
2011,NE,3.6
2012,NE,-1.4
2013,NE,1.8
2014,NE,3.0
2015,NE,1.4
2016,NE,0.2
1998,NE,1.2
1999,NE,1.6
2000,NV,0.2
2001,NV,-1.8
2002,NV,-0.5
2003,NV,1.6
2004,NV,6.2
2005,NV,4.7
2006,NV,0.0
2007,NV,-3.6
2008,NV,-6.7
2009,NV,-9.2
2010,NV,-0.4
2011,NV,-0.1
2012,NV,-2.6
2013,NV,-0.7
2014,NV,0.0
2015,NV,1.7
2016,NV,-0.6
1998,NV,0.0
1999,NV,3.0
2000,WV,-0.2
2001,WV,0.4
2002,WV,0.8
2003,WV,-0.3
2004,WV,1.4
2005,WV,2.3
2006,WV,1.1
2007,WV,-0.3
2008,WV,2.3
2009,WV,-0.3
2010,WV,2.3
2011,WV,2.0
2012,WV,-1.6
2013,WV,0.7
2014,WV,0.9
2015,WV,1.1
2016,WV,-0.6
1998,WV,1.8
1999,WV,4.0
2000,ND,4.0
2001,ND,2.5
2002,ND,5.4
2003,ND,6.1
2004,ND,-0.3
2005,ND,2.9
2006,ND,3.6
2007,ND,3.8
2008,ND,9.0
2009,ND,1.0
2010,ND,6.8
2011,ND,9.4
2012,ND,19.3
2013,ND,-0.7
2014,ND,4.9
2015,ND,-4.7
2016,ND,-5.2
1998,ND,5.3
1999,ND,0.7
2000,DE,3.3
2001,DE,3.1
2002,DE,-4.6
2003,DE,0.2
2004,DE,2.3
2005,DE,-2.8
2006,DE,0.5
2007,DE,-2.2
2008,DE,-5.7
2009,DE,2.8
2010,DE,-2.3
2011,DE,1.5
2012,DE,-2.5
2013,DE,-2.3
2014,DE,4.4
2015,DE,1.8
2016,DE,-0.7
1998,DE,7.7
1999,DE,8.2
2000,NJ,4.1
2001,NJ,0.6
2002,NJ,1.6
2003,NJ,1.9
2004,NJ,0.7
2005,NJ,0.9
2006,NJ,1.6
2007,NJ,0.3
2008,NJ,-0.1
2009,NJ,-4.7
2010,NJ,-0.1
2011,NJ,-1.3
2012,NJ,1.6
2013,NJ,1.1
2014,NJ,-0.1
2015,NJ,1.0
2016,NJ,0.6
1998,NJ,1.4
1999,NJ,2.4
2000,ID,9.2
2001,ID,-4.2
2002,ID,0.7
2003,ID,1.2
2004,ID,1.9
2005,ID,3.5
2006,ID,2.9
2007,ID,0.4
2008,ID,-1.0
2009,ID,-5.5
2010,ID,-0.1
2011,ID,-1.0
2012,ID,-0.5
2013,ID,1.9
2014,ID,1.0
2015,ID,1.8
2016,ID,0.9
1998,ID,3.1
1999,ID,7.6
2000,SD,6.0
2001,SD,2.0
2002,SD,10.3
2003,SD,2.1
2004,SD,2.8
2005,SD,1.7
2006,SD,0.1
2007,SD,2.8
2008,SD,3.4
2009,SD,-0.1
2010,SD,0.3
2011,SD,5.2
2012,SD,-2.1
2013,SD,-0.2
2014,SD,0.0
2015,SD,2.2
2016,SD,-0.2
1998,SD,5.4
1999,SD,3.5
2000,PA,2.1
2001,PA,1.4
2002,PA,0.7
2003,PA,1.9
2004,PA,2.4
2005,PA,1.0
2006,PA,0.0
2007,PA,2.9
2008,PA,1.1
2009,PA,-3.3
2010,PA,2.4
2011,PA,1.0
2012,PA,1.4
2013,PA,1.6
2014,PA,1.9
2015,PA,2.3
2016,PA,0.6
1998,PA,3.0
1999,PA,2.7
2000,CT,6.3
2001,CT,0.8
2002,CT,-1.0
2003,CT,0.3
2004,CT,5.9
2005,CT,1.5
2006,CT,2.2
2007,CT,3.9
2008,CT,-1.9
2009,CT,-4.7
2010,CT,-1.0
2011,CT,-2.0
2012,CT,-0.2
2013,CT,-1.5
2014,CT,-0.6
2015,CT,2.1
2016,CT,0.3
1998,CT,3.1
1999,CT,2.3
2000,FL,2.5
2001,FL,1.5
2002,FL,2.1
2003,FL,1.8
2004,FL,1.8
2005,FL,3.8
2006,FL,1.4
2007,FL,-1.0
2008,FL,-5.2
2009,FL,-6.2
2010,FL,-0.2
2011,FL,-1.9
2012,FL,-0.5
2013,FL,0.8
2014,FL,1.2
2015,FL,2.1
2016,FL,0.6
1998,FL,4.0
1999,FL,3.1
2000,WI,2.1
2001,WI,0.4
2002,WI,1.5
2003,WI,2.0
2004,WI,2.0
2005,WI,1.5
2006,WI,0.9
2007,WI,-0.1
2008,WI,-1.9
2009,WI,-3.2
2010,WI,2.1
2011,WI,1.8
2012,WI,1.1
2013,WI,1.0
2014,WI,1.3
2015,WI,1.9
2016,WI,1.1
1998,WI,2.7
1999,WI,3.4
2000,NC,0.9
2001,NC,0.5
2002,NC,0.1
2003,NC,1.0
2004,NC,2.3
2005,NC,2.7
2006,NC,3.0
2007,NC,-2.1
2008,NC,0.3
2009,NC,-5.3
2010,NC,0.0
2011,NC,0.2
2012,NC,-1.3
2013,NC,0.7
2014,NC,1.2
2015,NC,1.7
2016,NC,0.8
1998,NC,2.6
1999,NC,3.6
2000,OR,7.4
2001,OR,-2.7
2002,OR,1.4
2003,OR,3.2
2004,OR,8.6
2005,OR,0.9
2006,OR,7.5
2007,OR,1.6
2008,OR,4.3
2009,OR,-2.0
2010,OR,4.4
2011,OR,3.4
2012,OR,-3.6
2013,OR,-2.6
2014,OR,0.8
2015,OR,3.3
2016,OR,2.0
1998,OR,3.8
1999,OR,0.8
2000,HI,2.0
2001,HI,-1.1
2002,HI,2.0
2003,HI,4.0
2004,HI,4.2
2005,HI,3.7
2006,HI,1.0
2007,HI,1.2
2008,HI,-0.8
2009,HI,-4.5
2010,HI,1.8
2011,HI,-0.2
2012,HI,0.4
2013,HI,0.1
2014,HI,0.4
2015,HI,2.6
2016,HI,1.6
1998,HI,-2.9
1999,HI,2.0
2000,MT,1.6
2001,MT,1.2
2002,MT,1.8
2003,MT,3.0
2004,MT,3.0
2005,MT,3.6
2006,MT,1.8
2007,MT,3.5
2008,MT,-1.1
2009,MT,-2.6
2010,MT,2.9
2011,MT,2.1
2012,MT,0.0
2013,MT,-0.2
2014,MT,1.8
2015,MT,1.4
2016,MT,0.1
1998,MT,4.4
1999,MT,0.3
2000,MO,2.1
2001,MO,-1.4
2002,MO,0.2
2003,MO,1.5
2004,MO,1.4
2005,MO,0.4
2006,MO,0.0
2007,MO,-0.5
2008,MO,1.3
2009,MO,-2.6
2010,MO,0.5
2011,MO,-1.4
2012,MO,0.8
2013,MO,1.3
2014,MO,0.0
2015,MO,1.2
2016,MO,0.0
1998,MO,1.6
1999,MO,1.9
2000,OH,1.6
2001,OH,-1.7
2002,OH,2.1
2003,OH,1.5
2004,OH,2.3
2005,OH,0.6
2006,OH,-0.3
2007,OH,-0.3
2008,OH,-1.9
2009,OH,-4.5
2010,OH,2.6
2011,OH,3.6
2012,OH,1.6
2013,OH,0.8
2014,OH,3.1
2015,OH,1.0
2016,OH,1.0
1998,OH,4.1
1999,OH,1.8
2000,RI,3.4
2001,RI,1.4
2002,RI,2.5
2003,RI,3.7
2004,RI,3.8
2005,RI,1.9
2006,RI,2.3
2007,RI,-2.3
2008,RI,-3.0
2009,RI,-1.0
2010,RI,2.3
2011,RI,-0.7
2012,RI,0.4
2013,RI,0.4
2014,RI,0.8
2015,RI,1.8
2016,RI,0.4
1998,RI,2.9
1999,RI,2.3
2000,ME,3.4
2001,ME,1.3
2002,ME,1.6
2003,ME,1.5
2004,ME,2.5
2005,ME,-0.3
2006,ME,0.8
2007,ME,-0.9
2008,ME,-1.1
2009,ME,-1.6
2010,ME,1.2
2011,ME,-1.5
2012,ME,-0.2
2013,ME,-0.6
2014,ME,1.5
2015,ME,0.9
2016,ME,1.4
1998,ME,2.8
1999,ME,4.2
2000,UT,1.6
2001,UT,0.4
2002,UT,-0.2
2003,UT,0.9
2004,UT,2.5
2005,UT,3.9
2006,UT,5.6
2007,UT,2.9
2008,UT,-4.2
2009,UT,-4.2
2010,UT,-0.2
2011,UT,1.2
2012,UT,-0.2
2013,UT,0.8
2014,UT,2.1
2015,UT,2.4
2016,UT,1.6
1998,UT,4.1
1999,UT,3.0
2000,OK,2.9
2001,OK,3.4
2002,OK,0.4
2003,OK,1.3
2004,OK,2.4
2005,OK,2.8
2006,OK,4.6
2007,OK,0.8
2008,OK,0.8
2009,OK,-3.5
2010,OK,-0.9
2011,OK,4.3
2012,OK,4.8
2013,OK,3.4
2014,OK,4.9
2015,OK,2.3
2016,OK,-4.5
1998,OK,0.7
1999,OK,0.7
2000,IA,4.7
2001,IA,-1.9
2002,IA,2.8
2003,IA,4.0
2004,IA,7.1
2005,IA,2.1
2006,IA,0.8
2007,IA,3.5
2008,IA,-2.3
2009,IA,-2.6
2010,IA,1.5
2011,IA,1.4
2012,IA,3.2
2013,IA,0.0
2014,IA,3.3
2015,IA,3.5
2016,IA,1.2
1998,IA,0.2
1999,IA,1.6
2000,AK,-2.4
2001,AK,2.4
2002,AK,2.7
2003,AK,-1.8
2004,AK,1.9
2005,AK,1.6
2006,AK,5.3
2007,AK,4.5
2008,AK,0.4
2009,AK,6.9
2010,AK,-3.7
2011,AK,1.5
2012,AK,4.1
2013,AK,-5.1
2014,AK,-3.6
2015,AK,0.2
2016,AK,-5.9
1998,AK,-3.7
1999,AK,-1.5
2000,SC,1.0
2001,SC,-0.5
2002,SC,1.2
2003,SC,2.6
2004,SC,-0.4
2005,SC,0.7
2006,SC,-0.2
2007,SC,1.1
2008,SC,-2.4
2009,SC,-5.1
2010,SC,0.5
2011,SC,1.4
2012,SC,-0.7
2013,SC,1.0
2014,SC,1.7
2015,SC,1.7
2016,SC,0.4
1998,SC,2.0
1999,SC,2.9
2000,CO,5.1
2001,CO,-0.8
2002,CO,-0.5
2003,CO,-0.2
2004,CO,-1.3
2005,CO,2.8
2006,CO,0.1
2007,CO,1.1
2008,CO,-0.9
2009,CO,-3.7
2010,CO,-1.0
2011,CO,0.1
2012,CO,0.7
2013,CO,1.7
2014,CO,3.1
2015,CO,1.5
2016,CO,-0.6
1998,CO,7.2
1999,CO,5.0
2000,MS,-0.3
2001,MS,-1.1
2002,MS,0.7
2003,MS,3.7
2004,MS,1.2
2005,MS,1.0
2006,MS,2.3
2007,MS,1.7
2008,MS,3.4
2009,MS,-4.4
2010,MS,0.1
2011,MS,-1.6
2012,MS,2.0
2013,MS,0.4
2014,MS,-1.0
2015,MS,0.3
2016,MS,1.3
1998,MS,1.6
1999,MS,1.9
2000,IL,3.1
2001,IL,-0.6
2002,IL,0.1
2003,IL,1.2
2004,IL,2.0
2005,IL,1.5
2006,IL,2.4
2007,IL,0.7
2008,IL,-2.7
2009,IL,-3.0
2010,IL,0.9
2011,IL,1.8
2012,IL,1.9
2013,IL,-0.4
2014,IL,1.9
2015,IL,1.4
2016,IL,1.3
1998,IL,1.9
1999,IL,2.9
2000,MD,2.5
2001,MD,2.6
2002,MD,2.0
2003,MD,1.6
2004,MD,4.3
2005,MD,2.8
2006,MD,1.4
2007,MD,-0.1
2008,MD,0.4
2009,MD,-0.7
2010,MD,2.2
2011,MD,1.0
2012,MD,-0.4
2013,MD,-0.5
2014,MD,0.6
2015,MD,1.5
2016,MD,2.1
1998,MD,2.9
1999,MD,3.0
2000,MI,1.1
2001,MI,-3.2
2002,MI,2.5
2003,MI,1.6
2004,MI,-0.5
2005,MI,1.3
2006,MI,-1.7
2007,MI,-0.7
2008,MI,-4.9
2009,MI,-8.0
2010,MI,5.7
2011,MI,2.6
2012,MI,1.8
2013,MI,1.3
2014,MI,1.4
2015,MI,2.9
2016,MI,2.1
1998,MI,1.1
1999,MI,4.8
2000,AR,-0.1
2001,AR,-0.5
2002,AR,2.6
2003,AR,3.6
2004,AR,3.7
2005,AR,2.0
2006,AR,0.4
2007,AR,-1.7
2008,AR,-0.7
2009,AR,-3.2
2010,AR,2.5
2011,AR,1.4
2012,AR,-0.5
2013,AR,2.6
2014,AR,1.1
2015,AR,0.2
2016,AR,0.5
1998,AR,0.3
1999,AR,4.5
