Year,GeoCode,Value
2000,HI,7.46
2001,HI,4.58
2002,HI,3.67
2003,HI,4.42
2004,HI,4.37
2005,HI,4.35
2006,HI,4.69
2007,HI,4.96
2008,HI,6.9
2009,HI,7.04
2010,HI,6.48
2011,HI,6.93
2012,HI,7.58
2013,HI,9.14
2014,HI,9.81
2015,HI,10.21
2016,HI,0.0
2000,MA,4.56
2001,MA,3.16
2002,MA,3.05
2003,MA,3.36
2004,MA,3.46
2005,MA,3.14
2006,MA,4.37
2007,MA,4.07
2008,MA,4.2
2009,MA,5.0
2010,MA,5.03
2011,MA,5.21
2012,MA,5.15
2013,MA,5.42
2014,MA,5.78
2015,MA,5.68
2016,MA,0.0
2000,MI,3.7
2001,MI,3.21
2002,MI,3.17
2003,MI,3.54
2004,MI,3.76
2005,MI,4.09
2006,MI,4.27
2007,MI,4.62
2008,MI,5.4
2009,MI,5.53
2010,MI,5.47
2011,MI,5.88
2012,MI,6.29
2013,MI,6.85
2014,MI,7.24
2015,MI,7.3
2016,MI,0.0
2000,KS,0.9
2001,KS,1.04
2002,KS,1.8
2003,KS,1.95
2004,KS,1.76
2005,KS,2.17
2006,KS,2.59
2007,KS,3.06
2008,KS,5.17
2009,KS,6.06
2010,KS,6.59
2011,KS,7.1
2012,KS,8.28
2013,KS,11.95
2014,KS,13.22
2015,KS,13.66
2016,KS,0.0
2000,DE,0.75
2001,DE,0.45
2002,DE,0.43
2003,DE,0.46
2004,DE,0.5
2005,DE,0.62
2006,DE,1.25
2007,DE,1.69
2008,DE,1.98
2009,DE,2.55
2010,DE,2.98
2011,DE,2.79
2012,DE,2.57
2013,DE,2.72
2014,DE,2.89
2015,DE,2.82
2016,DE,0.0
2000,WY,3.51
2001,WY,3.34
2002,WY,2.8
2003,WY,2.52
2004,WY,3.11
2005,WY,4.23
2006,WY,4.06
2007,WY,3.61
2008,WY,4.16
2009,WY,6.67
2010,WY,8.44
2011,WY,11.02
2012,WY,9.98
2013,WY,10.1
2014,WY,10.34
2015,WY,9.25
2016,WY,0.0
2000,MN,5.98
2001,MN,6.27
2002,MN,5.82
2003,MN,5.76
2004,MN,6.15
2005,MN,6.62
2006,MN,6.97
2007,MN,7.94
2008,MN,9.27
2009,MN,11.27
2010,MN,11.81
2011,MN,12.37
2012,MN,12.92
2013,MN,12.54
2014,MN,13.68
2015,MN,14.47
2016,MN,0.0
2000,VA,4.9
2001,VA,4.12
2002,VA,3.49
2003,VA,4.57
2004,VA,4.62
2005,VA,5.05
2006,VA,5.19
2007,VA,5.13
2008,VA,5.52
2009,VA,5.95
2010,VA,5.49
2011,VA,5.47
2012,VA,5.57
2013,VA,6.07
2014,VA,6.67
2015,VA,6.9
2016,VA,0.0
2000,MT,27.92
2001,MT,22.66
2002,MT,28.68
2003,MT,26.64
2004,MT,25.47
2005,MT,27.38
2006,MT,28.08
2007,MT,25.43
2008,MT,27.45
2009,MT,27.25
2010,MT,28.91
2011,MT,35.47
2012,MT,32.19
2013,MT,28.97
2014,MT,33.96
2015,MT,30.63
2016,MT,0.0
2000,UT,2.22
2001,UT,1.71
2002,UT,1.63
2003,UT,1.5
2004,UT,1.47
2005,UT,2.07
2006,UT,1.93
2007,UT,1.81
2008,UT,2.31
2009,UT,2.73
2010,UT,2.96
2011,UT,3.89
2012,UT,3.49
2013,UT,2.97
2014,UT,3.65
2015,UT,3.86
2016,UT,0.0
2000,IA,6.77
2001,IA,6.59
2002,IA,7.14
2003,IA,7.88
2004,IA,8.95
2005,IA,9.77
2006,IA,10.91
2007,IA,12.76
2008,IA,14.71
2009,IA,19.89
2010,IA,22.62
2011,IA,23.07
2012,IA,24.92
2013,IA,25.26
2014,IA,26.29
2015,IA,27.65
2016,IA,0.0
2000,NE,6.66
2001,NE,6.64
2002,NE,6.64
2003,NE,6.76
2004,NE,7.59
2005,NE,7.42
2006,NE,7.7
2007,NE,8.37
2008,NE,10.57
2009,NE,11.07
2010,NE,14.87
2011,NE,16.66
2012,NE,15.54
2013,NE,15.62
2014,NE,16.66
2015,NE,18.57
2016,NE,0.0
2000,IL,2.43
2001,IL,2.59
2002,IL,2.85
2003,IL,3.23
2004,IL,3.17
2005,IL,2.61
2006,IL,2.61
2007,IL,3.01
2008,IL,3.77
2009,IL,4.63
2010,IL,4.95
2011,IL,5.05
2012,IL,5.51
2013,IL,5.83
2014,IL,5.92
2015,IL,6.38
2016,IL,0.0
2000,PA,2.92
2001,PA,2.53
2002,PA,2.49
2003,PA,2.8
2004,PA,2.95
2005,PA,2.71
2006,PA,3.03
2007,PA,3.01
2008,PA,3.67
2009,PA,4.5
2010,PA,4.7
2011,PA,5.29
2012,PA,5.2
2013,PA,5.65
2014,PA,5.43
2015,PA,5.19
2016,PA,0.0
2000,ND,6.87
2001,ND,4.79
2002,ND,5.43
2003,ND,6.05
2004,ND,5.97
2005,ND,5.55
2006,ND,6.09
2007,ND,7.22
2008,ND,9.64
2009,ND,14.6
2010,ND,18.08
2011,ND,19.7
2012,ND,18.15
2013,ND,16.41
2014,ND,17.24
2015,ND,18.22
2016,ND,0.0
2000,ID,26.12
2001,ID,20.87
2002,ID,22.8
2003,ID,23.17
2004,ID,22.33
2005,ID,23.93
2006,ID,28.16
2007,ID,23.52
2008,ID,24.7
2009,ID,27.1
2010,ID,25.06
2011,ID,34.11
2012,ID,30.42
2013,ID,26.46
2014,ID,29.75
2015,ID,27.35
2016,ID,0.0
2000,TN,5.52
2001,TN,6.32
2002,TN,6.67
2003,TN,8.22
2004,TN,7.92
2005,TN,7.5
2006,TN,6.52
2007,TN,5.36
2008,TN,6.52
2009,TN,9.17
2010,TN,7.63
2011,TN,8.42
2012,TN,8.47
2013,TN,10.25
2014,TN,8.55
2015,TN,8.71
2016,TN,0.0
2000,OK,3.21
2001,OK,3.24
2002,OK,2.83
2003,OK,2.84
2004,OK,4.23
2005,OK,4.28
2006,OK,3.46
2007,OK,5.18
2008,OK,5.49
2009,OK,6.12
2010,OK,6.58
2011,OK,6.83
2012,OK,8.32
2013,OK,10.49
2014,OK,10.12
2015,OK,12.08
2016,OK,0.0
2000,NJ,1.66
2001,NJ,1.23
2002,NJ,1.16
2003,NJ,1.07
2004,NJ,1.08
2005,NJ,1.1
2006,NJ,1.88
2007,NJ,1.98
2008,NJ,1.94
2009,NJ,2.79
2010,NJ,2.92
2011,NJ,2.95
2012,NJ,3.37
2013,NJ,3.59
2014,NJ,3.76
2015,NJ,3.73
2016,NJ,0.0
2000,LA,3.13
2001,LA,3.39
2002,LA,3.47
2003,LA,3.82
2004,LA,4.52
2005,LA,3.76
2006,LA,3.53
2007,LA,3.51
2008,LA,2.67
2009,LA,2.91
2010,LA,2.85
2011,LA,2.86
2012,LA,2.87
2013,LA,3.29
2014,LA,3.7
2015,LA,3.45
2016,LA,0.0
2000,NH,12.47
2001,NH,9.85
2002,NH,9.14
2003,NH,9.17
2004,NH,10.52
2005,NH,13.07
2006,NH,11.75
2007,NH,12.41
2008,NH,14.44
2009,NH,16.72
2010,NH,16.56
2011,NH,17.11
2012,NH,17.35
2013,NH,19.03
2014,NH,19.58
2015,NH,19.26
2016,NH,0.0
2000,NY,10.47
2001,NY,8.79
2002,NY,9.1
2003,NY,8.68
2004,NY,9.05
2005,NY,9.05
2006,NY,10.43
2007,NY,9.85
2008,NY,11.0
2009,NY,11.01
2010,NY,10.66
2011,NY,11.84
2012,NY,11.14
2013,NY,11.23
2014,NY,11.41
2015,NY,11.14
2016,NY,0.0
2000,MS,6.04
2001,MS,4.94
2002,MS,4.22
2003,MS,3.75
2004,MS,5.05
2005,MS,5.37
2006,MS,5.21
2007,MS,5.22
2008,MS,4.28
2009,MS,5.06
2010,MS,6.13
2011,MS,6.26
2012,MS,7.45
2013,MS,6.26
2014,MS,6.33
2015,MS,6.4
2016,MS,0.0
2000,VT,14.5
2001,VT,11.73
2002,VT,15.3
2003,VT,15.92
2004,VT,13.68
2005,VT,15.34
2006,VT,17.78
2007,VT,12.26
2008,VT,19.65
2009,VT,21.79
2010,VT,21.12
2011,VT,20.99
2012,VT,21.76
2013,VT,26.09
2014,VT,25.24
2015,VT,24.89
2016,VT,0.0
2000,NM,1.61
2001,NM,1.2
2002,NM,1.24
2003,NM,1.33
2004,NM,1.71
2005,NM,3.45
2006,NM,4.08
2007,NM,4.4
2008,NM,5.36
2009,NM,5.09
2010,NM,5.9
2011,NM,6.21
2012,NM,6.56
2013,NM,6.7
2014,NM,6.86
2015,NM,6.54
2016,NM,0.0
2000,WV,2.36
2001,WV,2.07
2002,WV,2.14
2003,WV,2.98
2004,WV,2.82
2005,WV,3.89
2006,WV,3.79
2007,WV,3.39
2008,WV,4.31
2009,WV,7.19
2010,WV,6.52
2011,WV,6.93
2012,WV,6.97
2013,WV,8.07
2014,WV,7.29
2015,WV,6.65
2016,WV,0.0
2000,CA,9.36
2001,CA,7.73
2002,CA,8.54
2003,CA,9.74
2004,CA,9.31
2005,CA,10.02
2006,CA,10.81
2007,CA,8.54
2008,CA,8.4
2009,CA,9.31
2010,CA,10.66
2011,CA,12.07
2012,CA,10.65
2013,CA,11.11
2014,CA,11.26
2015,CA,11.15
2016,CA,0.0
2000,MD,3.75
2001,MD,2.32
2002,MD,2.71
2003,MD,3.45
2004,MD,3.44
2005,MD,3.07
2006,MD,4.03
2007,MD,3.85
2008,MD,4.09
2009,MD,4.57
2010,MD,4.69
2011,MD,5.56
2012,MD,5.16
2013,MD,5.54
2014,MD,5.46
2015,MD,5.37
2016,MD,0.0
2000,AK,1.67
2001,AK,2.37
2002,AK,2.49
2003,AK,2.67
2004,AK,2.43
2005,AK,2.09
2006,AK,1.89
2007,AK,2.08
2008,AK,2.25
2009,AK,2.76
2010,AK,2.82
2011,AK,2.7
2012,AK,3.01
2013,AK,3.31
2014,AK,3.62
2015,AK,3.49
2016,AK,0.0
2000,NV,7.66
2001,NV,7.39
2002,NV,6.91
2003,NV,5.81
2004,NV,5.64
2005,NV,5.46
2006,NV,5.66
2007,NV,5.72
2008,NV,6.35
2009,NV,8.28
2010,NV,8.65
2011,NV,9.08
2012,NV,9.97
2013,NV,11.22
2014,NV,11.42
2015,NV,13.05
2016,NV,0.0
2000,CO,2.56
2001,CO,2.25
2002,CO,2.0
2003,CO,2.13
2004,CO,2.1
2005,CO,2.51
2006,CO,2.94
2007,CO,3.4
2008,CO,5.19
2009,CO,5.34
2010,CO,5.27
2011,CO,7.16
2012,CO,7.38
2013,CO,8.29
2014,CO,8.79
2015,CO,8.64
2016,CO,0.0
2000,KY,2.05
2001,KY,2.98
2002,KY,3.34
2003,KY,3.74
2004,KY,3.63
2005,KY,3.75
2006,KY,3.5
2007,KY,3.16
2008,KY,3.5
2009,KY,4.34
2010,KY,3.98
2011,KY,4.37
2012,KY,4.02
2013,KY,4.86
2014,KY,5.1
2015,KY,5.09
2016,KY,0.0
2000,WI,6.17
2001,WI,6.94
2002,WI,5.86
2003,WI,6.34
2004,WI,5.75
2005,WI,7.34
2006,WI,7.46
2007,WI,7.41
2008,WI,8.4
2009,WI,8.66
2010,WI,9.49
2011,WI,9.53
2012,WI,9.5
2013,WI,9.32
2014,WI,9.47
2015,WI,9.42
2016,WI,0.0
