year,all
1998,1.9
1999,1.6
2000,-3.6
2001,1.5
2002,1.1
2003,3.6
2004,3.3
2005,5.1
2006,4.6
2007,-4.6
2008,-0.6
2009,0.8
2010,3.5
2011,-5.9
2012,-0.5
2013,-3.9
2014,1.7
2015,0.1
2016,-0.1
