year,all
2000,3.13
2001,3.39
2002,3.47
2003,3.82
2004,4.52
2005,3.76
2006,3.53
2007,3.51
2008,2.67
2009,2.91
2010,2.85
2011,2.86
2012,2.87
2013,3.29
2014,3.70
2015,3.45
