year,all
2000,2.22
2001,1.71
2002,1.63
2003,1.50
2004,1.47
2005,2.07
2006,1.93
2007,1.81
2008,2.31
2009,2.73
2010,2.96
2011,3.89
2012,3.49
2013,2.97
2014,3.65
2015,3.86
