Year,Value
2007.0,2.78
2008.0,2.66
2009.0,2.54
2010.0,2.52
2011.0,2.6
2012.0,2.61
2013.0,2.61
2014.0,2.6
2015.0,2.74
2016.0,2.78
,0.0
