year,all
2016,3.8
2017,4.1
1999,3.7
2000,4.1
2001,4.2
2002,4.3
2003,4.5
2004,3.9
2005,4.1
2006,3.8
2007,3.3
2008,4.7
2009,8
2010,8
2011,7.2
2012,7.3
2013,7.1
2014,5.8
2015,5.1
