year,all
2000,3.75
2001,2.32
2002,2.71
2003,3.45
2004,3.44
2005,3.07
2006,4.03
2007,3.85
2008,4.09
2009,4.57
2010,4.69
2011,5.56
2012,5.16
2013,5.54
2014,5.46
2015,5.37
