year,all
2000,4.56
2001,3.16
2002,3.05
2003,3.36
2004,3.46
2005,3.14
2006,4.37
2007,4.07
2008,4.20
2009,5.00
2010,5.03
2011,5.21
2012,5.15
2013,5.42
2014,5.78
2015,5.68
