year,all
1998,3.3
1999,4.6
2000,7.4
2001,0.7
2002,0.2
2003,2.1
2004,2.3
2005,1.9
2006,1.6
2007,2.1
2008,-0.4
2009,-2.5
2010,2.8
2011,1.6
2012,1.1
2013,-0.9
2014,1.1
2015,3.2
2016,1.1
