year,all
2016,4.0
2017,4.2
1999,3.1
2000,2.6
2001,4.2
2002,5.6
2003,6.4
2004,5.9
2005,5.6
2006,5.6
2007,5.0
2008,5.9
2009,9.7
2010,9.6
2011,8.2
2012,7.5
2013,7.7
2014,6.2
2015,5.5
