year,all
2000,1.67
2001,2.37
2002,2.49
2003,2.67
2004,2.43
2005,2.09
2006,1.89
2007,2.08
2008,2.25
2009,2.76
2010,2.82
2011,2.70
2012,3.01
2013,3.31
2014,3.62
2015,3.49
