year,all
2000,9.48
2001,8.54
2002,9.67
2003,9.77
2004,10.31
2005,10.06
2006,8.98
2007,10.72
2008,11.32
2009,12.49
2010,11.73
2011,11.29
2012,11.06
2013,11.07
2014,10.98
2015,11.53
