year,all
2016,3.6
2017,4.0
1999,4.6
2000,4.4
2001,5.4
2002,5.4
2003,6.4
2004,5.5
2005,5.1
2006,5.4
2007,5.6
2008,5.8
2009,8.2
2010,8.6
2011,8.6
2012,7.6
2013,7.9
2014,5.4
2015,5.7
