year,all
2000,5.89
2001,3.60
2002,3.50
2003,3.68
2004,4.73
2005,3.37
2006,4.39
2007,4.28
2008,4.69
2009,5.42
2010,5.32
2011,5.51
2012,5.12
2013,5.27
2014,5.67
2015,5.42
