year,all
2016,7.3
2017,6.5
1999,5.9
2000,5.2
2001,5
2002,6.0
2003,6.5
2004,5.4
2005,5.9
2006,4.3
2007,3.7
2008,4.2
2009,8.4
2010,10.1
2011,8.2
2012,7.7
2013,7.6
2014,6.1
2015,7.5
