year,all
2000,1.61
2001,1.20
2002,1.24
2003,1.33
2004,1.71
2005,3.45
2006,4.08
2007,4.40
2008,5.36
2009,5.09
2010,5.90
2011,6.21
2012,6.56
2013,6.70
2014,6.86
2015,6.54
