year,all
1998,2.0
1999,3.3
2000,0.1
2001,4.3
2002,2.8
2003,2.6
2004,4.9
2005,1.9
2006,0.8
2007,2.0
2008,1.8
2009,-2.6
2010,1.1
2011,-0.7
2012,-2.2
2013,-2.3
2014,0.2
2015,0.1
2016,0.5
