year,all
2000,0.70
2001,0.46
2002,0.46
2003,0.49
2004,0.48
2005,0.13
2006,0.34
2007,0.38
2008,0.30
2009,0.31
2010,0.58
2011,0.70
2012,0.62
2013,0.65
2014,0.71
2015,1.01
