year,all
2000,27.92
2001,22.66
2002,28.68
2003,26.64
2004,25.47
2005,27.38
2006,28.08
2007,25.43
2008,27.45
2009,27.25
2010,28.91
2011,35.47
2012,32.19
2013,28.97
2014,33.96
2015,30.63
