year,all
1998,4.4
1999,0.3
2000,1.6
2001,1.2
2002,1.8
2003,3.0
2004,3.0
2005,3.6
2006,1.8
2007,3.5
2008,-1.1
2009,-2.6
2010,2.9
2011,2.1
2012,0.0
2013,-0.2
2014,1.8
2015,1.4
2016,0.1
