year,all
2016,5.1
2017,4.1
1999,3.9
2000,3.5
2001,4.2
2002,6.1
2003,5.4
2004,5.0
2005,4.6
2006,3.7
2007,3.8
2008,6.4
2009,11.8
2010,11.2
2011,9.7
2012,8.2
2013,8.2
2014,6.9
2015,6.3
