year,all
2016,5.2
2017,4.5
1999,5.1
2000,4.8
2001,5.3
2002,6.7
2003,7.0
2004,6.3
2005,5.2
2006,4.7
2007,5.5
2008,7.4
2009,12.3
2010,12.9
2011,11.9
2012,10.4
2013,9.1
2014,7.3
2015,6.1
