year,all
1998,4.2
1999,5.7
2000,5.9
2001,-2.1
2002,1.4
2003,3.4
2004,4.1
2005,3.5
2006,2.9
2007,0.6
2008,-1.3
2009,-5.0
2010,0.3
2011,0.4
2012,1.7
2013,1.7
2014,3.2
2015,3.6
2016,2.6
