year,all
2000,9.36
2001,7.73
2002,8.54
2003,9.74
2004,9.31
2005,10.02
2006,10.81
2007,8.54
2008,8.40
2009,9.31
2010,10.66
2011,12.07
2012,10.65
2013,11.11
2014,11.26
2015,11.15
