year,all
1998,5.0
1999,1.6
2000,5.4
2001,0.2
2002,1.7
2003,2.9
2004,1.8
2005,1.9
2006,1.0
2007,-0.5
2008,-1.6
2009,-1.2
2010,2.4
2011,0.2
2012,0.3
2013,0.5
2014,1.4
2015,2.5
2016,1.2
