year,all
2016,3.1
2017,2.7
1999,2.9
2000,2.8
2001,3.7
2002,4.8
2003,4.5
2004,4.0
2005,3.8
2006,3.5
2007,3.9
2008,4.0
2009,7.2
2010,6.7
2011,6
2012,6.2
2013,5.7
2014,4.4
2015,3.6
