year,all
2016,4.4
2017,3.7
1999,4.4
2000,3.5
2001,4
2002,4.9
2003,5.5
2004,5.1
2005,5.4
2006,5.1
2007,4.4
2008,6.3
2009,12.3
2010,10.9
2011,9.6
2012,8.1
2013,8.3
2014,6.2
2015,5.5
