year,all
2000,5.52
2001,6.32
2002,6.67
2003,8.22
2004,7.92
2005,7.50
2006,6.52
2007,5.36
2008,6.52
2009,9.17
2010,7.63
2011,8.42
2012,8.47
2013,10.25
2014,8.55
2015,8.71
