year,all
2016,6.4
2017,4.7
1999,5.0
2000,4
2001,3.8
2002,4.1
2003,4.8
2004,3.4
2005,3.6
2006,3.5
2007,2.8
2008,2.8
2009,7.8
2010,7
2011,5.5
2012,5.4
2013,4.5
2014,4.1
2015,4.4
