year,all
2000,3.21
2001,3.24
2002,2.83
2003,2.84
2004,4.23
2005,4.28
2006,3.46
2007,5.18
2008,5.49
2009,6.12
2010,6.58
2011,6.83
2012,8.32
2013,10.49
2014,10.12
2015,12.08
