year,all
2016,4.6
2017,4.4
1999,4.4
2000,3.5
2001,3.9
2002,5.3
2003,6.1
2004,4.7
2005,4.2
2006,4.8
2007,4.5
2008,5.8
2009,9.6
2010,9.7
2011,9.6
2012,9.5
2013,8.7
2014,6.9
2015,5.6
