year,all
2000,1.66
2001,1.23
2002,1.16
2003,1.07
2004,1.08
2005,1.10
2006,1.88
2007,1.98
2008,1.94
2009,2.79
2010,2.92
2011,2.95
2012,3.37
2013,3.59
2014,3.76
2015,3.73
