Year,Value
2000,0.5
2001,0.5
2002,0.0
2003,0.3
2004,0.0
2005,0.7
2006,0.0
2007,0.9
2008,0.0
2009,0.6
2010,0.0
2011,0.1
2012,0.0
2013,0.3
2014,0.0
2015,0.4
