Year,Value
2000.0,0.0
2001.0,0.0
2002.0,1104.08
2003.0,1508.4
2004.0,2818.22
2005.0,4352.18
2006.0,4394.81
2007.0,3334.93
2008.0,3574.48
2009.0,3538.17
2010.0,4093.41
2011.0,3985.72
2012.0,3532.49
2013.0,3337.34
2014.0,3166.75
2015.0,2836.6
2016.0,2696.73
2017.0,2406.54
,0.0
