year,all
2016,3.9
2017,3.1
1999,5.3
2000,4.8
2001,5.1
2002,6.1
2003,5.8
2004,5.8
2005,3.6
2006,3.1
2007,2.9
2008,5.9
2009,10
2010,9.7
2011,9.2
2012,6.5
2013,5.9
2014,5
2015,4.7
