year,all
2000,26.12
2001,20.87
2002,22.80
2003,23.17
2004,22.33
2005,23.93
2006,28.16
2007,23.52
2008,24.70
2009,27.10
2010,25.06
2011,34.11
2012,30.42
2013,26.46
2014,29.75
2015,27.35
