year,all
1998,0.2
1999,1.6
2000,4.7
2001,-1.9
2002,2.8
2003,4.0
2004,7.1
2005,2.1
2006,0.8
2007,3.5
2008,-2.3
2009,-2.6
2010,1.5
2011,1.4
2012,3.2
2013,0.0
2014,3.3
2015,3.5
2016,1.2
