year,all
2000,6.77
2001,6.59
2002,7.14
2003,7.88
2004,8.95
2005,9.77
2006,10.91
2007,12.76
2008,14.71
2009,19.89
2010,22.62
2011,23.07
2012,24.92
2013,25.26
2014,26.29
2015,27.65
