year,all
2016,4.4
2017,4.3
1999,3.8
2000,3.1
2001,5.2
2002,5.3
2003,5.7
2004,5.9
2005,5.3
2006,4.6
2007,5.1
2008,6.3
2009,10.5
2010,10.1
2011,9.2
2012,7.1
2013,6.4
2014,6.9
2015,5.1
