year,all
2000,1.30
2001,1.81
2002,2.05
2003,1.87
2004,2.36
2005,2.79
2006,2.20
2007,3.06
2008,4.26
2009,4.93
2010,4.90
2011,4.82
2012,4.59
2013,5.11
2014,4.96
2015,5.25
