year,all
1998,1.6
1999,1.9
2000,2.1
2001,-1.4
2002,0.2
2003,1.5
2004,1.4
2005,0.4
2006,0.0
2007,-0.5
2008,1.3
2009,-2.6
2010,0.5
2011,-1.4
2012,0.8
2013,1.3
2014,0.0
2015,1.2
2016,0.0
