year,all
2000,7.66
2001,7.39
2002,6.91
2003,5.81
2004,5.64
2005,5.46
2006,5.66
2007,5.72
2008,6.35
2009,8.28
2010,8.65
2011,9.08
2012,9.97
2013,11.22
2014,11.42
2015,13.05
