year,all
2016,6.1
2017,5.5
1999,4.5
2000,4.2
2001,5.3
2002,5.4
2003,5.0
2004,4.2
2005,4.4
2006,4.2
2007,4.9
2008,6.2
2009,13
2010,15.8
2011,14.4
2012,12
2013,9.9
2014,7.3
2015,6.6
