year,all
2000,2.56
2001,2.25
2002,2.00
2003,2.13
2004,2.10
2005,2.51
2006,2.94
2007,3.40
2008,5.19
2009,5.34
2010,5.27
2011,7.16
2012,7.38
2013,8.29
2014,8.79
2015,8.64
