year,all
2016,3.0
2017,3.1
1999,2.9
2000,2.8
2001,3.5
2002,5.7
2003,6.3
2004,5.7
2005,4.6
2006,4
2007,3.5
2008,5.2
2009,8.2
2010,9.1
2011,9
2012,8.2
2013,6.9
2014,5
2015,3.9
