year,all
2016,4.8
2017,4.5
1999,3.6
2000,3.5
2001,5.6
2002,6.7
2003,8.1
2004,7.5
2005,6.9
2006,7.3
2007,7.0
2008,9.1
2009,15.8
2010,14.3
2011,11.6
2012,9.5
2013,8.7
2014,7.1
2015,5.8
