year,all
2000,3.70
2001,3.21
2002,3.17
2003,3.54
2004,3.76
2005,4.09
2006,4.27
2007,4.62
2008,5.40
2009,5.53
2010,5.47
2011,5.88
2012,6.29
2013,6.85
2014,7.24
2015,7.30
