year,all
2016,4.5
2017,4.1
1999,2.9
2000,3.8
2001,4.4
2002,5.3
2003,5.7
2004,5.5
2005,4.4
2006,4.7
2007,5.1
2008,6.0
2009,9.3
2010,8.6
2011,6.9
2012,6.2
2013,5.3
2014,4.4
2015,4.3
