year,all
2000,5.98
2001,6.27
2002,5.82
2003,5.76
2004,6.15
2005,6.62
2006,6.97
2007,7.94
2008,9.27
2009,11.27
2010,11.81
2011,12.37
2012,12.92
2013,12.54
2014,13.68
2015,14.47
