year,all
1998,3.7
1999,2.4
2000,5.1
2001,-0.8
2002,1.6
2003,3.8
2004,3.0
2005,1.9
2006,-1.2
2007,-0.5
2008,-0.2
2009,-4.6
2010,2.6
2011,1.4
2012,0.8
2013,1.4
2014,2.1
2015,1.0
2016,1.5
