year,all
2016,3.7
2017,2.7
1999,3.6
2000,3.6
2001,3.3
2002,4.6
2003,5.1
2004,4.2
2005,4.0
2006,3.8
2007,3.6
2008,3.5
2009,4.7
2010,4.1
2011,3.8
2012,3.6
2013,3.3
2014,2.8
2015,3
