year,all
2000,6.87
2001,4.79
2002,5.43
2003,6.05
2004,5.97
2005,5.55
2006,6.09
2007,7.22
2008,9.64
2009,14.60
2010,18.08
2011,19.70
2012,18.15
2013,16.41
2014,17.24
2015,18.22
