year,all
2016,6.5
2017,5.6
1999,4.3
2000,4
2001,4.9
2002,5.7
2003,5.7
2004,5.5
2005,5.4
2006,5.1
2007,5.0
2008,9.1
2009,12.1
2010,12
2011,12
2012,11.1
2013,9.8
2014,8.6
2015,6.9
